,Q,p1,p2
0,8.945257861237518,49.7256789359069,45.95584487254468
1,3.956572403484893,50.97970567119414,50.21583996373975
2,3.429296849930471,50.139370428048,49.6560620533761
3,6.176966060191617,50.06510747707898,48.17635909611494
4,6.3784779787880295,49.49017246453908,47.530315514731036
5,5.016605283965625,50.16084328793311,48.863952203488324
6,2.9362433733573345,50.62143477480187,50.19590802659804
7,6.6874467019846655,50.126908238274815,48.092838405751124
8,5.334010345450132,50.90298505496624,49.46177155583531
9,5.510475242211597,50.75943281181577,49.26743945437506
10,8.447591422231417,50.036453621638024,46.67476450555572
11,3.147523883891835,49.7861602009381,49.29421854682498
12,2.542815301650281,50.321027344635915,50.020946565140584
13,5.724850081055456,50.27827435245502,48.656836348538846
14,8.343097160465195,50.15369210931371,46.93558744522749
15,3.3533041111361643,50.50636952697818,49.95495358684262
16,7.4835036970511615,49.734662720113185,47.01165321283844
17,2.579480804099874,49.01105603423978,48.69050241167159
18,7.073876314581668,49.294055561964385,46.898489693618814
19,5.761650405950004,50.16638248862706,48.578911339703204
20,3.715391782759114,49.63239152194996,48.91224309147723
21,10.108892225230989,49.829369141896706,45.072848512572975
22,4.5663342732684455,50.80434548401103,49.80463491475184
23,7.656143519814536,49.550788529695204,46.73364588320185
24,8.889889037378008,50.729794634114214,47.086409321517166
25,2.9955715993832883,51.29915196363466,50.86623767008468
26,4.467130418224267,49.83376236232429,48.81901725968104
27,10.104082484555805,49.936941113384506,45.2563319920809
28,8.09410006729989,50.0396135070453,46.99945320432443
29,9.092265152008574,50.04673041473107,46.24989555689393
30,2.7801128800846544,49.06901214460411,48.72357912815261
31,5.589389290816945,50.63364932252718,49.06584885287147
32,9.456738870336595,50.69767646487848,46.631407083213055
33,10.19232490622855,48.384472496040345,43.608269589078624
34,7.434690755385422,50.688628741433654,47.98999537883968
35,6.979102429156619,50.08397114770084,47.68900290725472
36,4.774311791364186,49.71803803423676,48.540888632271994
37,4.446500380976911,50.374107808593614,49.36754216389241
38,8.399283842731583,49.6295931133538,46.384028704624754
39,9.274139807034107,50.19579212117505,46.155112150509524
40,5.211205963354039,50.380474696564164,49.01375277349546
41,6.368155881756552,49.88016560926115,47.998643802646576
42,3.2297586725889795,50.01707106445492,49.46093797590672
43,4.552052109507723,49.50133926561205,48.57234905457992
44,4.915100669677937,50.16173442392845,48.949815605102856
45,9.0413481548192,50.20154298060968,46.45222794743921
46,7.675519612536893,49.862801713238824,47.038917361692086
47,9.987211378040467,49.98501599647623,45.38511957070861
48,7.89078521628848,49.47550416134076,46.5803073169941
49,9.110724800176072,49.820532036878866,45.929937481962206
50,8.152951229495377,49.962439706013086,46.89031856688737
51,10.154667790905204,49.82258777095259,45.142819076717245
52,9.411638069250301,48.72147269796607,44.608826834087914
53,5.293328813418798,49.822999943624914,48.402827811114946
54,4.395894334292021,49.3145257649527,48.38327377497833
55,3.160642928405278,49.19729512799202,48.67101535459974
56,7.078667628844936,50.07165386625394,47.64109594931815
57,7.530687444633621,49.452486771286544,46.71439094921744
58,2.6125324492165913,49.98768700928426,49.59887821586883
59,4.910513867039315,49.72552245190213,48.575603683814045
60,7.326724263189539,49.90301806472367,47.2895538324729
61,6.970605720899111,50.27692808300161,47.938387277745534
62,9.84783004400059,50.088596164599494,45.64924559047984
63,9.636564595850617,49.51097114695786,45.268474546548475
64,5.642278883603047,49.89395993886219,48.30503265132291
65,10.299859713578641,49.865353255124624,45.11204144855329
66,7.302373102529637,49.92841201283691,47.61104762055218
67,8.721788664442832,49.8041900946402,46.259697395248565
68,4.339077771428726,49.86488380399542,49.01020015784148
69,5.904345057780867,49.44997844368965,47.76236736859799
70,10.520119610693131,49.944574639473494,44.847789650702204
71,7.880366694955598,50.33282671895616,47.422676780602096
72,4.245694711978973,50.06037368154857,49.12769361367839
73,6.681859650448814,49.061565672063054,47.013842578260146
74,8.28523701487873,49.694387329847586,46.5346714030802
75,3.2794327758174138,50.21307331984516,49.62925714030313
76,5.635006491356041,49.588284297007164,48.00041563001334
77,6.0044358781341876,50.77227222572807,49.16877453285263
78,5.47162513811351,49.62178139530044,48.11525839790827
79,7.356078373648883,50.761831888239264,48.17649422202538
80,3.7284467349409636,48.98747711850127,48.23533295341611
81,4.332660622720596,50.2371736489359,49.3670805402974
82,9.524860999141938,50.09979105554426,45.92084815482964
83,4.4423357110450965,49.72394596425595,48.73821802726754
84,2.303105410642158,50.35613231773526,50.26785039958993
85,4.8961585319311665,50.249870072432586,49.1409484663975
86,8.580469606052413,50.73596468448664,47.27999469749186
87,3.6981881065450217,50.08977474231934,49.357189463488275
88,10.189588217286277,49.89102686894853,45.12963068223984
89,3.369956048847376,50.2506244947837,49.76820791955181
90,7.75404182087932,50.3522370370218,47.49015347371562
91,6.640606226314599,50.14186267788552,48.0337222038495
92,7.167237007354444,50.06701339637333,47.55478696255481
93,4.554562698910252,50.40617066498841,49.40256699203659
94,7.234839205608444,50.01015799911731,47.44212617959074
95,9.186819764197086,50.069989053057284,46.13884547471403
96,9.315725942855178,49.72553979333889,45.788574800693205
97,3.9848459041097373,49.86210699306691,49.13652814053633
98,9.763464976926105,50.098509466271736,45.81592966039696
99,6.913354350140581,50.22813544760112,47.929915314730366
